Key,Russian,English,German,French,Portuguese,Spanish,Italian,Romanian,Turkish,Polish,Czech,Korean,Chinese,ChineseTraditional,BrazilianPortuguese
MenuMain44,В режиме сценариев вам предстоит проходить рейсы с заранее заданными условиями. Маршруты и условия могут быть самыми разными: от классического рейса в час пик до перегонки нового состава поезда и действий в условии внештатных ситуаций. Новые сценарии будут открываться по мере прохождения.,"In Scenarios Mode, your task is to complete various routes with different conditions. Routes and conditions may be very different, starting with classic route in rush hour and ending with emergency situations.
New scenarios will be unlocked when you complete previous ones. ","Im Szenario Modus ist es dein Job, verschiedene Aufgaben unter verschiedenen Umständen zu meistern. Von der klassischen Rush-Hour Route, bis hin zum Notfall. Neue Szenarios werden freigeschaltet, sobald du die vorherige Mission fertig hast!","Dans le mode Scénario, votre tâche de compléter les différents trajets dans des conditions particulières. Les trajets et conditions diffèrent grandement, en commençant par le classique à l'heure de pointe jusqu'à des situations d'urgence. 
De nouveaux scénarios se débloqueront lorsque vous aurez complété les précédents.",,"En modo de escenarios usted tiene que pasar el viaje con condeciones predefenidas. Las rutas e condeciones pueden ser differentes: comenzando un viaje clasico durante hora pico y terminando con una conduccion de trenes o acciones en situacion dificil, crtitico. Nuevos escenarios abraran a medida que progresa.","Nella modalita' Scenario, il tuo compito e' quello di completare le svariate linee con delle condizioni diverse dal normale. Infatti, le linee e le condizioni variano, passando dalla classica linea durante ora di punta, con alla fine, una o piu' situazioni di emergenza. Alla fine di ogni scenario, verra' sbloccato un nuovo scenario.","În modul Scenariu, sarcina ta este să completezi rutele în condiții foarte diferite. Rutele și condițiile pot fi varia, începând de la ruta clasică la ora de vârf și până la situațiile de urgență. Scenarii noi vor fi deblocate numai când le vei completa pe cele anterioare. ","Senaryo modunda amacınız farklı koşullardaki rotaları tamamlamak. Rotalar ve kondisyonlar farklılık gösterebilir, örneğin iş çıkışı yoğun bir saatte başlayıp acil bir durumla bitmesi gibi.
Yeni senaryolar bir öncekini tamamladığınızda açılacaktır.","W trybie scenariuszy Twoim zadaniem jest pokonanie różnych tras w różnych warunkach. Trasy i warunki mogą być bardzo różne, zaczynając od klasycznej trasy w godzinach szczytu, a kończąc na sytuacjach awaryjnych.
Nowe scenariusze zostaną odblokowane po ukończeniu poprzednich.","V režimu scénáře, je tvým úkolem dokončit různé trasy s rozdílnými podmínkami. Trasy a podmínky mohou být velmi rozdílní, počínaje standartní trasou ve špičce a konče mimořádnými situacemi.
Nové scénáře budou odemčeny jakmile dokončíš ty předchozí.",,"在场景模式下，您的任务是完成不同条件下的各种路线。 这些路线和条件可能有很大不同，从高峰时段的经典路线开始，到紧急情况结束。
完成旧场景后，新场景将被解锁。","在場景模式下，您的任務是完成不同條件下的各種路線。 這些路線和條件可能有很大不同，從高峰時段的經典路線開始，到緊急情況結束。
完成舊場景後，新場景將被解鎖。","No Modo Cenários, sua missão é completar diversas rotas com condições diferentes. Rotas e condições podem ser diferentes,
começando com uma rota clássica no horário de pico e terminando com situações de emergência."
MenuMain45,Версия игры устарела. Загрузите новую версию игры через,Your game version is obsolete. Download the new version via,Deine Spielversion ist veraltet. Lade das neueste Update via,Le jeu n'est pas à jour. Quittez le jeu et téléchagez la nouvelle version via,Sua versão do jogo é obsoleta. Baixe a nova versão via,Tu versión del juego está desactualizada. Actualízala a la última versión por,La tua versione del gioco è obsoleta. Aggiornala all’ultima versione via,Versiunea jocului este veche. Actualizează-l la ultima versiune prin,Eski bir oyun sürümü kullanmaktasınız. Yeni sürümü şu adresten indirin:,Twoja wersja gry jest przestarzała. Pobierz nową wersję przez,Vaše verze hry je zastaralá. Aktualizujte si hru na nejnovější verzi přes,게임 버전이 최신 상태가 아닙니다.  Steam에서 최신 버전으로 업데이트하세요.,您的游戏版本已经过时了。通过Steam更新到最新版本。,您的遊戲版本已經過時了。通過Steam更新到最新版本。,Você esta jogando numa versão desatualizada.
MenuMain46,Савёловская,Savelovskaya,Savelovskaya,Savelovskaya,Savelovskaya,Savelovskaya,Savelovskaya,Savelovskaya,Savelovskaya,Savelovskaya,Savelovskaya,Savelovskaya,Savelovskaya,Savelovskaya,Savelovskaya
MenuMain47,Режим пассажира,Passenger mode,Fahrgastmodus,Mode passager,Modo de passageiro,Modo de pasajero,Modalità passeggero,Modul pasager,Yolcu modu,Tryb pasażera,Režim pro cestující,승객 모드,乘客模式,乘客模式,Modo passageiro
MenuMain48,"Включить поезда, управляемые компьютером",Turn on computer-controlled trains,Schalte die computergesteuerten Züge,Activer les trains ordinateurs,Ligue os computadores de controle do trem,Encender los trenes que son controlados por el ordenador,Accendi i treni comandati dal computer,Activează trenurile controlate de calculator (trenuri IA),Bilgisayar kontrollü trenleri açın,Pociągi sterowanie przez komputer,Aktivovat vlaky kontrolované počítačem,,开启自动驾驶模式,開啟自動駕駛模式,Ativar trêns controlados por computador.
MenuMain49,Интервал движения поездов:,Train interval:,Zug Intervall:,Intervalle entre chaque train,Intervalo do Trem:,Rango de movimiento de los trenes:,Intervallo treno,Intervalul trenurilor:,Tren aralığı:,Częstotliwość jazdy,Vlakový interval,,列车间隔：,列車間隔：,Intervalo do trêm
MenuMain50,Рассказовка,Rasskazovka,Rasskazovka,Rasskazovka,Rasskazovka,Rasskazovka,Rasskazovka,Rasskazovka,Rasskazovka,Rasskazovka,Rasskazovka,Rasskazovka,拉斯卡佐夫卡站,拉斯卡佐夫卡站,Rasskazovka
MenuMain51,Новопеределкино,Novoperedelkino,Novoperedelkino,Novoperedelkino,Novoperedelkino,Novoperedelkino,Novoperedelkino,Novoperedelkino,Novoperedelkino,Novoperedelkino,Novoperedelkino,,新佩列杰尔金诺站,新佩列傑爾金諾站,Novoperedelkino
MenuMain52,Боровское шоссе,Borovskoe shosse,Borovskoe shosse,Borovskoe shosse,Borovskoe shosse,Borovskoe shosse,Borovskoe shosse,Borovskoe Shosse,Borovskoe Shose,Borovskoe shosse,Borovskoe shosse,,博罗夫斯克公路站,博羅夫斯克公路站,Borovskoe shosse
MenuMain53,Солнцево,Solntsevo,Solntsevo,Solntsevo,Solntsevo,Solntsevo,Solntsevo,Solntsevo,Solntsevo,Solntsevo,Solntsevo,,太阳站,太陽站,Solntsevo
MenuMain54,Говорово,Govorovo ,Govorovo ,Govorovo,Govorovo,Go´vorovo,Govorovo ,Govorovo,Govorovo ,Govorovo,Govorovo,,戈沃罗沃站,戈沃羅沃站,Govorovo
MenuMain55,Озёрная,Ozernaya,Ozernaya,Ozernaya,Ozernaya,Ozernaya,Ozernaya,Ozernaya,Ozermaya,Ozernaya,Ozernaya,,湖区站,湖區站,Ozernaya
MenuMain56,Мичуринский проспект,Michurinskiy Prospect,Michurinskiy Prospect,Michurinskiy Prospect,Michurinskiy Prospect,Michurinskiy Prospect,Michurinskiy Prospect,Miciurinskiy Prospect,Michurinskiy Prospect,Michurinskiy Prospect,Michurinské náměstí,,米楚林斯基大道站,米楚林斯基大道站,Michurinskiy Prospect
MenuMain57,Выберите окрас поезда:,Choose train livery:,Wählen Sie eine Lackierung für den Zug:,Choisissez la livrée du train,Escolha a pintura do trem,Eligid la textua de tren:,Scegli la livrea del treno:,Alege schema trenului:,Tren boyasını seçin:,Wybierz malowanie pociągu:,Vybrat barvu vlaku,,选择列车涂装：,選擇列車塗裝：,Escolha as cores do trêm
MenuMain58,Россия,Russia,Russland,Russie,Rusia,Rusia,Russia,Rusia,Rusya,Rosja,Rusko,러시아,俄罗斯,俄罗斯,Rusia
MenuMain59,Баку,Baku,Baku,Baku,Baku,Bakú,Baku,Baku,Bakü,Baku,Baku,,巴库,巴庫,Baku
MenuMain60,Ташкент,Tashkent,Taschkent,Tashkent,Tashkent,Taskent,Tashkent,Tașkent,Taşkent,Tashkent,Tashkent,,塔什干,塔什幹,Tashkent
MenuMain61,Казань,Kazan,Kazan,Kazan,Kazan,Kazán,Kazan,Kazan,Kazan,Kazan,Kazan,,喀山,喀山,Kazan
MenuMain62,"Случайный окрас поездов, управляемых компьютером",Use random liveries for computer-controlled trains,Zufällige Lackierung für computer-gesteuerte Züge verwenden,Utiliser une livrée aléatoire pour les trains controllés par l'ordinateur,Use uma pintura aleatoria para o computador do trem,Aleatoria texture de trenes que son controlados por el ordenador,Usa livree casuali per i treni comandati dal computer,Folosește scheme aleatorii pentru trenurile controlate de calculator (trenuri IA),Bilgisayar kontrollü trenler için rastgele boya kullan,Użyj losowych malowań dla pociągów sterowanych przez komputer,Použít různé barvy pro vlaky ovládané počítačem,,为自动驾驶列车使用随机涂装,為自動駕駛列車使用隨機塗裝,Use cores aleatárias para os trêns controlados por computador
MenuMain63,Время:,Time:,Zeit:,Heure,Tempo:,Tiempo:,Orario:,Oră/Ceas:,Tarih/Zaman:,Czas:,Čas,,时间：,時間：,Tempo
MenuMain64,"С 1 до 6 часов ночи метро закрыто, пассажиров нет.","Metro is closed from 01:00 AM to 06:00 AM, there are no passengers.","Die U-Bahn ist zwischen 01:00 AM - 06:00 AM geschlossen, es gibt keine dann Fahrgäste.","Le métro est fermé entre 01:00 et 06:00 du matin, il n'y a aucun voyageur.","O metrô está fechado das 01:00 AM à 06:00 AM, não há passageiros.","Metro esta cerrado desde uno de la noche hasta 6 de la mañana, por eso no hay passajeros.","La metropolitana e' chiusa dalle ore 1.00 (AM) alle ore 06:00 (AM), non ci sono passeggeri.",Metroul este închis de la ora 01:00 AM până la ora 06:00 AM.,"Metro sabah 01.00 ile 06.00 arası kapalıdır, yolcu yok.","Metro jest zamknięte od 01:00 do 06:00, w tym czasie nie ma pasażerów.","Metro je zavřeno od 1:00 do 6:00, nejsou zde žádní cestující",,地铁运营时间为早上6点到次日凌晨1点。其余时段没有乘客。,地鐵運營時間為早上6點到次日淩晨1點。其余時段沒有乘客。,"O metrô é fechado dentre 01:00 AM até 06:00 AM, não há passageiros."
MenuMain65,Стандартный,Standard,,,,,,,,,,,,,
MenuMain66,Бренд,Brand,,,,,,,,,,,,,
MenuMain67,Баклажан,Eggplant,,,,,,,,,,,,,
MenuMain68,Апельсин,Orange,,,,,,,,,,,,,
